fieldsurfacetype, streetno, sportsplayed, facilityname, numberfieldcourts, facilitycondition, facilityupgradeage, facility_id, postcode, facilityage, streettype, changerooms, longitude, latitude, faciltysportplayedid, objectid, suburbtown, lga, streetname
null,null,"BMX","Lilydale BMX Club",null,null,null,"YARRAC5444",null,null,"Street",null,145.35670599995,-37.7481569988831,27698,9060,"LILYDALE","YARRA RANGES","Anderson"
null,"115","Fitness / Gymnasium Workouts","Nitro Gym",1,null,null,"YARRAR11444",3137,null,"Road",null,145.259467000403,-38.0053919988504,18548,9289,"KILSYTH","CASEY","Canterbury"
null,null,"Tennis (Outdoor)","Minak Reserve",4,"3. Average","6 - 10 Years","YARRAR11484",3159,"26 - 50 Years","Road",null,145.37278100054,-37.9125899990689,18634,9374,"SELBY","YARRA RANGES","Wombalana"
null,null,"Equestrian","Truganina Club Grounds",null,null,null,"HOBSON11346",3029,null,"Road",null,144.721687999976,-37.8224829992994,26854,3952,"TRUGANINA","WYNDHAM","Woods"
"Turf Pitch",null,"Cricket","Binnak Park",1,null,null,"BANYUL12800",3083,null,"Parade",null,145.080914999471,-37.697331998711,21290,387,"BUNDOORA","BANYULE","Anderson"
null,null,"Sailing","Cowes Yacht Club",null,null,null,"BASSCO11215",3922,null,"Avenue",null,145.233400000018,-38.4490209991763,26756,554,"COWES","BASS COAST","Osborne"
"Synthetic Pitch",null,"Cricket","George Woods Reserve",1,null,null,"KINGST10946",3195,null,"Road",null,145.09837899999,-38.0092119993734,25460,4383,"MORDIALLOC","KINGSTON","Governor"
null,"52","Gymnastics","Cheltnam Youth Club",null,null,null,"KINGST11451",3195,null,"Drive",null,145.114715999686,-37.9897699990324,27332,4433,"BRAESIDE","KINGSTON","Tarnard"
"Wooden Gymnasium","221","Badminton","Deakin YMCA",2,null,null,"WHITEH11007",3125,null,"Hwy",null,145.116445999725,-37.8469499992008,25074,8574,"BURWOOD","WHITEHORSE","Burwood"
"Hard Court",null,"Tennis (Outdoor)","Eley Park",8,"3. Average","11 + Years","WHITEH11009",3151,"26 - 50 Years","Road","Female, Male",145.143021999899,-37.8463089991135,25086,8689,"BURWOOD EAST","WHITEHORSE","Eley"
"Grass",null,"Baseball","Marshall Reserve",1,null,null,"MONASH12036",3166,null,"Road",null,145.138854000283,-37.912046999323,19780,6094,"HUNTINGDALE","MONASH","Ring East"
null,"9","Karate","Keenan karate Centre",1,null,null,"MONASH12031",3149,null,"Road",null,145.114414999907,-37.8563989986846,19771,6182,"MT WAVERLEY","MONASH","Barlyn"
null,"507-515","Squash / Racquetball","Fitzys Gym",null,null,null,"MORELA13022",3055,null,"Street",null,144.945367000411,-37.7649359990146,21862,6548,"BRUNSWICK WEST","MORELAND","Victoria"
"Grass","1562","Baseball","Tyabb Central Reserve",1,null,null,"MORNIN11204",3913,null,"Road",null,145.188857000283,-38.2621929989547,18266,6599,"TYABB","MORNINGTON PENINSULA","Frankston-Flinders"
"Road",null,"Cycling","Somers Circuit",1,null,null,"MORNIN5311",null,null,"Road",null,145.165860000389,-38.3891729993849,27559,6645,null,"MORNINGTON PENINSULA","Camphill"
null,null,"Cycling","Wombat Track",null,null,null,"MACEDO5423",null,null,null,null,144.479613000026,-37.4266159989192,27679,5027,null,"MACEDON RANGES",null
null,null,"Equestrian","Buck Reserve",null,null,null,"MANNIN11361",3111,null,"Road",null,145.186757000266,-37.7664919989868,26888,5152,"DONVALE","MANNINGHAM","Reynolds"
null,"5-15","Fitness / Gymnasium Workouts","Contours Croydon",null,null,null,"MAROON11005",3136,null,"Avenue",null,145.277688999931,-37.79358199889,23181,5434,"CROYDON","MAROONDAH","Kent"
"Synthetic",null,"Basketball","Eynesbury Tennis Centre",1,null,null,"MELTON10915",3338,null,"Road",null,144.562904999527,-37.7672399991982,24724,5638,"EYNESBURY","MELTON","Eynesbury"
null,"65","Volleyball","Melton Indoor Sports Stadium",null,null,null,"MELTON9071",3337,null,"Road",null,144.5678269996,-37.6814989989577,24793,5730,"MELTON","MELTON","Reserve"
null,null,"BMX","Broadford BMX Track",null,null,null,"MITCHE11203",3658,null,"Parade",null,145.05682999977,-37.1994669987397,24059,5872,"BROADFORD","MITCHELL","The"
"Hard Court",null,"Netball","Werribee Sports & Fitness Centre",5,"4. Good",null,"WYNDHA8530",3030,null,"Road","Female, Male",144.640316000408,-37.898600998879,26686,9001,"WERRIBEE","WYNDHAM","Ballan"
null,null,"Netball (indoor)","Hoppers Indoor Sportz",2,null,null,"WYNDHA11288",3029,null,"Court",null,144.727499999839,-37.8719999986371,26982,9002,"HOPPERS CROSSING","WYNDHAM","Graham"
"Carpet Playing Surface","13","Netball (Indoor)","Riverside Indoor Sports",5,null,null,"WYNDHA8521",3030,null,"Avenue",null,144.659073999704,-37.9134919991585,26667,9003,"WERRIBEE","WYNDHAM","Riverside"
null,null,"Polo","National Equestrian Centre",2,null,null,"WYNDHA8516",3030,null,"Road",null,144.674980000132,-37.9241109986971,26653,9004,"WERRIBEE","WYNDHAM","K"
null,null,"Rugby League","Clearwood Drive Reserve",2,null,"New facility under construction","WYNDHA5496",null,"0 - 5 Years","Drive",null,144.71782999978,-37.8400369994521,27809,9005,"TRUGANINA","WYNDHAM","Clearwood"
null,null,"Rugby League","Haines Drive Reserve",2,"5. Very Good",null,"WYNDHA11000",3024,"0 - 5 Years","Road","Female, Male, Umpire/Officials",144.609389000349,-37.8970689990873,27810,9006,"WYNDHAM VALE","WYNDHAM","Haines"
null,null,"Rugby Union","Haines Drive Reserve",2,"5. Very Good",null,"WYNDHA11000",3024,"0 - 5 Years","Road","Female, Male, Umpire/Officials, Unisex",144.609389000349,-37.8970689990873,26571,9007,"WYNDHAM VALE","WYNDHAM","Haines"
"Grass",null,"Rugby Union","Mossfiel Reserve",2,"3. Average","N/A","WYNDHA8514",3029,"26 - 50 Years","Road","Umpire/Officials, Unisex",144.692477999955,-37.8774369989504,26647,9008,"HOPPERS CROSSING","WYNDHAM","Heaths"
null,null,"Shooting Sports","Wyndham Handgun Club",null,null,null,"WYNDHA11205",3030,null,"Road",null,144.640603000401,-37.8983029988894,27283,9009,"WERRIBEE","WYNDHAM","Ballan"
"Concrete",null,"Skating","Boardwalk Skate Park",1,"3. Average","N/A","WYNDHA8492",3030,"0 - 5 Years","Boulevard",null,144.735336000124,-37.8805559989179,26594,9010,"POINT COOK","WYNDHAM","Boardwalk"
"Concrete",null,"Skating","Little River Reserve",1,null,null,"WYNDHA8512",3211,null,"Road",null,144.49740599951,-37.9614169989866,26640,9011,"LITTLE RIVER","WYNDHAM","You Yangs"
"Concrete",null,"Skating","Mossfiel Reserve",1,"4. Good","< 1 Years","WYNDHA8514",3029,"11 - 25 Years","Road",null,144.692477999955,-37.8774369989504,26648,9012,"HOPPERS CROSSING","WYNDHAM","Heaths"
"Concrete",null,"Skating","Presidents Park",1,"3. Average",null,"WYNDHA8518",3030,"6 - 10 Years","Road",null,144.634572000429,-37.8818099989996,26658,9013,"WERRIBEE","WYNDHAM","McGraths"
"Grass",null,"Soccer","Forsyth Road Reserve",2,"5. Very Good",null,"WYNDHA10998",3029,"0 - 5 Years","Road","Female, Male, Umpire/Officials, Unisex",144.729418999695,-37.8608039990255,26567,9014,"TRUGANINA","WYNDHAM","Forsyth"
"Artificial Turf",null,"Soccer","Forsyth Road Reserve",1,"5. Very Good",null,"WYNDHA10998",3029,"0 - 5 Years","Road","Female, Male, Umpire/Officials, Unisex",144.729418999695,-37.8608039990255,26566,9015,"TRUGANINA","WYNDHAM","Forsyth"
"Grass",null,"Soccer","Galvin Park",3,"4. Good","Upgrade in progress","WYNDHA8502",3030,"11 - 25 Years","Road","Umpire/Officials, Unisex",144.650409000095,-37.8870599990877,26619,9016,"WERRIBEE","WYNDHAM","Shaws"
"Grass",null,"Soccer","Grange Reserve Soccer Complex",2,"5. Very Good","N/A","WYNDHA8505",3029,"0 - 5 Years","Road","Umpire/Officials, Unisex",144.67657200013,-37.8608849988679,26622,9017,"HOPPERS CROSSING","WYNDHAM","Hogans"
"Artificial Turf",null,"Soccer","Grange Reserve Soccer Complex",1,"5. Very Good","6 - 10 Years","WYNDHA8505",3029,"6 - 10 Years","Road","Umpire/Officials, Unisex",144.67657200013,-37.8608849988679,26623,9018,"HOPPERS CROSSING","WYNDHAM","Hogans"
"Artificial Turf",null,"Soccer","Saltwater Reserve",3,"5. Very Good",null,"WYNDHA11003",3030,"0 - 5 Years","Road","Female, Male, Umpire/Officials, Unisex",144.752502000045,-37.9093509991689,26580,9019,"POINT COOK","WYNDHAM","Point Cook"
"Grass",null,"Soccer","Tom Roberts Parade Reserve",2,"5. Very Good",null,"WYNDHA11004",3030,"0 - 5 Years","Parade","Female, Male, Umpire/Officials, Unisex",144.727529000391,-37.8940099995174,26583,9020,"POINT COOK","WYNDHAM","Tom Robert"
"Grass",null,"Soccer","VU Wyndham Sporting Complex",1,"4. Good","< 1 Years","WYNDHA8526",3030,"6 - 10 Years","Lane","Female, Male",144.702156999754,-37.8926289987902,26677,9021,"WERRIBEE","WYNDHAM","Hoppers"
"Carpet Playing Surface","13","Soccer (Indoor Soccer / Futsal)","Riverside Indoor Sports",5,null,null,"WYNDHA8521",3030,null,"Avenue",null,144.659073999704,-37.9134919991585,26668,9022,"WERRIBEE","WYNDHAM","Riverside"
"Grass",null,"Softball","Laurie Emmins Reserve",1,"2. Poor","6 - 10 Years","WYNDHA8511",3026,"11 - 25 Years","Road",null,144.764933000101,-37.8521359988681,26637,9023,"LAVERTON NORTH","WYNDHAM","Sayers"
"Grass",null,"Softball","Presidents Park",11,"5. Very Good","< 1 Years","WYNDHA8518",3030,"6 - 10 Years","Road","Female, Male",144.634572000429,-37.8818099989996,26659,9024,"WERRIBEE","WYNDHAM","McGraths"
"25m Pool - Indoor, Spa/Sauna","116","Swimming","Fenix Fitness Club Hoppers Crossing",null,null,null,"WYNDHA8500",3029,null,"Drive",null,144.691056000423,-37.8691269986606,26614,9025,"HOPPERS CROSSING","WYNDHAM","Mossfiel"
"25m Pool - Indoor","35","Swimming","Shawn's Swim School",null,null,null,"WYNDHA8523",3029,null,"Road",null,144.728999999598,-37.8659999994223,26671,9026,"HOPPERS CROSSING","WYNDHAM","Richards"
"50m Pool - Outdoor, Recreation / Play Water Space, Toddlers Pool",null,"Swimming","Werribee Olympic Pool",3,"5. Very Good","1 - 5 Years","WYNDHA8528",3030,null,"Street","Female, Male, Unisex",144.651881999584,-37.9060409994606,26680,9027,"WERRIBEE","WYNDHAM","Watton"
"50m Pool - Indoor, Recreation / Play Water Space, Rehabilitation Pool, Spa/Sauna, Toddlers Pool",null,"Swimming","Wyndham Leisure & Events Centre",5,"5. Very Good",null,"WYNDHA8533",3029,"11 - 25 Years","Road","Female, Male, Unisex",144.68335499999,-37.882172998776,26694,9028,"HOPPERS CROSSING","WYNDHAM","Derrimut"
null,null,"Table Tennis","Werribee Sports & Fitness Centre",5,"4. Good",null,"WYNDHA8530",3030,null,"Road","Female, Male",144.640316000408,-37.898600998879,26687,9029,"WERRIBEE","WYNDHAM","Ballan"
"Hard Court",null,"Tennis (Outdoor)","Cambridge Reserve",6,"4. Good","1 - 5 Years","WYNDHA8494",3029,"11 - 25 Years","Drive","Female, Male",144.675716999655,-37.8710689993511,26598,9030,"HOPPERS CROSSING","WYNDHAM","Barber"
"Hard Court",null,"Tennis (Outdoor)","Chirnside Park",2,"4. Good","< 1 Years","WYNDHA8495",3030,null,"Street","Female, Male",144.652060999777,-37.9048149993845,26602,9031,"WERRIBEE","WYNDHAM","Watton"
"Clay",null,"Tennis (Outdoor)","Chirnside Park",2,"4. Good","< 1 Years","WYNDHA8495",3030,null,"Street","Female, Male",144.652060999777,-37.9048149993845,26603,9032,"WERRIBEE","WYNDHAM","Watton"
"Hard Court",null,"Tennis (Outdoor)","Galvin Park",8,"2. Poor",null,"WYNDHA8502",3030,null,"Road","Female, Male",144.650409000095,-37.8870599990877,26620,9033,"WERRIBEE","WYNDHAM","Shaws"
null,null,"Tennis (Outdoor)","Hoppers Crossing Club",2,null,null,"WYNDHA8508",3029,null,"Drive",null,144.692772999834,-37.8694899993459,26630,9034,"HOPPERS CROSSING","WYNDHAM","Pannam"
"Hard Court",null,"Tennis (Outdoor)","Jamieson Way Tennis & Netball Complex",4,"4. Good","N/A","WYNDHA8510",3030,"0 - 5 Years","Way","Female, Male",144.7485320004,-37.8963119991958,26634,9035,"POINT COOK","WYNDHAM","Jamieson"
"Asphalt",null,"Tennis (Outdoor)","Little River Reserve",2,"4. Good","1 - 5 Years","WYNDHA8512",3211,"6 - 10 Years","Road","Umpire/Officials, Unisex",144.49740599951,-37.9614169989866,26641,9036,"LITTLE RIVER","WYNDHAM","You Yangs"
"Hard Court",null,"Tennis (Outdoor)","Mossfiel Reserve",6,"4. Good","6 - 10 Years","WYNDHA8514",3029,"26 - 50 Years","Road","Female, Male",144.692477999955,-37.8774369989504,26649,9037,"HOPPERS CROSSING","WYNDHAM","Heaths"
"Hard Court",null,"Tennis (Outdoor)","Price Reserse",2,"3. Average",null,"WYNDHA8519",3030,"26 - 50 Years","Road",null,144.691764999526,-37.9733679988575,26662,9038,"WERRIBEE","WYNDHAM","Beach"
"Hard Court",null,"Tennis (Outdoor)","Saltwater Reserve",8,"5. Very Good",null,"WYNDHA11003",3030,"0 - 5 Years","Road","Female, Male, Umpire/Officials, Unisex",144.752502000045,-37.9093509991689,26581,9039,"POINT COOK","WYNDHAM","Point Cook"
null,null,"Tennis (Outdoor)","Sanctuary Lakes Golf Club",3,null,null,"WYNDHA8522",3030,null,"Drive",null,144.762714000019,-37.8960969988911,26670,9040,"POINT COOK","WYNDHAM","Greg Norman"
"Hard Court",null,"Tennis (Outdoor)","Werribee Sports & Fitness Centre",4,"4. Good",null,"WYNDHA8530",3030,null,"Road","Female, Male",144.640316000408,-37.898600998879,26688,9041,"WERRIBEE","WYNDHAM","Ballan"
"Hard Court",null,"Tennis (Outdoor)","Willow Green Park Tennis Courts",2,"3. Average",null,"WYNDHA8531",3030,"6 - 10 Years","Way",null,144.751022999603,-37.8856049989527,26690,9042,"POINT COOK","WYNDHAM","Spindrift"
"Hard Court",null,"Tennis (Outdoor)","Wootten Road Reserve",9,"5. Very Good",null,"WYNDHA11006",3029,"0 - 5 Years","Road","Female, Male, Umpire/Officials, Unisex",144.660000000363,-37.8564999986376,26588,9043,"TARNEIT","WYNDHAM","Wootten"
"Hard Court",null,"Tennis (Outdoor)","Wyndham Green Tennis Courts",1,"3. Average",null,"WYNDHA8532",3024,"6 - 10 Years","Place",null,144.619546000044,-37.8872439988968,26691,9044,"WYNDHAM VALE","WYNDHAM","Amber"
null,null,"Tennis (Outdoor)","Wyndham Waters",2,null,null,"WYNDHA8535",3029,null,"Road",null,144.726537000312,-37.8512209994346,26697,9045,"TRUGANINA","WYNDHAM","Sayers"
"Wooden Flooring",null,"Volleyball","Werribee Sports & Fitness Centre",3,"4. Good",null,"WYNDHA8530",3030,null,"Road","Female, Male",144.640316000408,-37.898600998879,26689,9046,"WERRIBEE","WYNDHAM","Ballan"
"Grass Running Track",null,"Athletics","Citizen’s Park Oval and Jack Dyer Pavilion",1,"2. Poor","11 + Years","YARRAC11007",3121,"26 - 50 Years","Street","Female, Male, Umpire/Officials",145.000351000084,-37.8172179993486,17807,9047,"RICHMOND","YARRA","Gleadell"
"Synthetic Running Track",null,"Athletics","George Knott Athletics Track and Ray Coverdale Pavilion",1,"4. Good","1 - 5 Years","YARRAC10978",3068,"26 - 50 Years","Road","Female, Male",145.002318999856,-37.7842049990468,17767,9048,"CLIFTON HILL","YARRA","Heidelberg"
"Grass",null,"Australian Rules Football","Alfred Crescent Oval and Pavilion",1,"4. Good","1 - 5 Years","YARRAC10993",3065,"0 - 5 Years","Street","Umpire/Officials, Unisex",144.98237699997,-37.7875299987931,17789,9049,"FITZROY","YARRA","Brunswick"
"Grass",null,"Australian Rules Football","Alphington Park Oval and Pavilion",1,"4. Good","1 - 5 Years","YARRAC10967",3067,"51 Years +","Road","Umpire/Officials, Unisex",145.029131000025,-37.7837789988703,17749,9050,"ALPHINGTON","YARRA","Parkview"
"Grass",null,"Australian Rules Football","Citizen’s Park Oval and Jack Dyer Pavilion",1,"2. Poor","11 + Years","YARRAC11007",3121,"26 - 50 Years","Street","Female, Male, Umpire/Officials",145.000351000084,-37.8172179993486,17808,9051,"RICHMOND","YARRA","Gleadell"
"Grass",null,"Australian Rules Football","Loughan Oval and Johnson Pavilion",1,"3. Average","1 - 5 Years","YARRAC10972",3121,"11 - 25 Years","Street","Umpire/Officials, Unisex",145.020461999478,-37.8285759991585,17758,9052,"BURNLEY","YARRA","Swan"
"Grass",null,"Australian Rules Football","Ramsden Street Oval and Pavilion",1,"2. Poor","Upgrade in progress","YARRAC10985",3078,"26 - 50 Years","Street",null,145.003110999733,-37.789872999414,17779,9053,"FAIRFIELD","YARRA","Ramsden"
"Grass",null,"Australian Rules Football","Victoria Park",1,"4. Good","< 1 Years","YARRAC10962",3067,"51 Years +","Street","Male, Umpire/Officials",144.996607000233,-37.7985799995072,17744,9054,"ABBOTSFORD","YARRA","Turner"
"Grass",null,"Australian Rules Football","W T Peterson Oval & Edinburgh Gardens Change Rooms",1,"4. Good","1 - 5 Years","YARRAC10995",3065,"51 Years +","Street","Umpire/Officials, Unisex",144.98237699997,-37.7875299987931,17792,9055,"FITZROY","YARRA","Brunswick"
"Wooden Gymnasium",null,"Basketball","Collingwood Secondary College",2,"3. Average","11 + Years","YARRAC11029",null,"11 - 25 Years","Way",null,144.989029999835,-37.8032559991894,17842,9056,"COLLINGWOOD","YARRA","Mc Cutcheon"
"Wooden Gymnasium",null,"Basketball","Fitzroy Secondary  School",1,null,null,"YARRAC11032",null,null,"Street",null,144.979156999458,-37.8009089994633,17848,9057,"FITZROY","YARRA","Falconer"
"Wooden Gymnasium",null,"Basketball","Melbourne Girls College",2,null,"11 + Years","YARRAC11028",null,"11 - 25 Years","Boulevard",null,145.012699000534,-37.8296899994432,17840,9058,"BURNLEY","YARRA","Yarra"
"Wooden Gymnasium",null,"Basketball","Princes Hill Seconary College",1,null,null,"YARRAC11030",null,null,"Strret",null,144.966586999947,-37.7818179988637,17845,9059,"PRINCES HILL","YARRA","Arnold"
null,null,"Bocce","Edinburgh Gardens Bocce Courts",1,null,null,"YARRAC10999",3065,null,"Street",null,144.98237699997,-37.7875299987931,17798,9061,"FITZROY","YARRA","Brunswick"
null,null,"Bocce","Hardy Gallagher Reserve Bocce Courts",3,null,null,"YARRAC11006",3054,null,"Street",null,144.967057999513,-37.7791969991143,17806,9062,"PRINCESS HILL","YARRA","Park"
null,null,"Boxing","Melbourne Aboriginal Sport and Recreation Gym",null,"3. Average","6 - 10 Years","YARRAC11024",null,"26 - 50 Years","Street",null,144.974448999909,-37.80546699893,17835,9063,"FITZROY","YARRA","Gertrude"
null,null,"Boxing","Richmond Boxing Club",null,"2. Poor","11 + Years","YARRAC11023",null,"26 - 50 Years","Street","Female, Male",145.001524999801,-37.8183799991808,17833,9064,"RICHMOND","YARRA","Gleadell"
null,null,"Boxing","Stanton Street Hall",null,"4. Good","< 1 Years","YARRAC11022",null,"26 - 50 Years","Street",null,144.988163999738,-37.8019559993457,17831,9065,"COLLINGWOOD","YARRA","Stanton"
null,null,"Canoe Polo","Richmond Recreation Centre",null,null,null,"YARRAC11013",3121,null,"Street",null,145.002381000219,-37.8176879988823,17818,9066,"RICHMOND","YARRA","Gleadell"
null,"9","Canoeing","Fairfield Canoe Club",null,null,null,"YARRAC11026",null,null,null,null,145.018758999676,-37.7856389988295,17838,9067,"FAIRFIELD","YARRA","The Esplanade"
null,null,"Canoeing","Fairfield Park Canoe Facility",null,"2. Poor","11 + Years","YARRAC11027",null,"26 - 50 Years","Street",null,145.004221999452,-37.7843699987633,17839,9068,"FAIRFIELD","DAREBIN","Heidelberg"
"Synthetic Pitch",null,"Cricket","Alan Bain Reserve and Pavilion",1,"4. Good","1 - 5 Years","YARRAC10983",3121,"11 - 25 Years","Street","Umpire/Officials, Unisex",145.001134000209,-37.830217999443,17775,9069,"CREMORNE","YARRA","Church"
"Synthetic Pitch",null,"Cricket","Alfred Crescent Oval and Pavilion",1,"4. Good","1 - 5 Years","YARRAC10993",3065,"0 - 5 Years","Street","Umpire/Officials, Unisex",144.98237699997,-37.7875299987931,17790,9070,"FITZROY","YARRA","Brunswick"
"Synthetic Pitch",null,"Cricket","Alphington Park Oval and Pavilion",1,"4. Good","1 - 5 Years","YARRAC10967",3067,"51 Years +","Road","Umpire/Officials, Unisex",145.029131000025,-37.7837789988703,17750,9071,"ALPHINGTON","YARRA","Parkview"
"Synthetic Pitch",null,"Cricket","Burnley Park Oval and O’Connell Pavilion",1,"4. Good","1 - 5 Years","YARRAC10970",3121,"0 - 5 Years","Grove","Umpire/Officials, Unisex",145.014145000422,-37.826102999182,17754,9072,"BURNLEY","YARRA","Park"
null,"576","Fitness / Gymnasium Workouts","Genesis Richmond",1,null,null,"YARRAC11012",3121,null,"Street",null,145.019798000531,-37.8272299989764,17816,9111,"RICHMOND","YARRA","Swan"
"Turf Pitch",null,"Cricket","Citizen’s Park Oval and Jack Dyer Pavilion",1,"2. Poor","11 + Years","YARRAC11007",3121,"26 - 50 Years","Street","Female, Male, Umpire/Officials",145.000351000084,-37.8172179993486,17809,9073,"RICHMOND","YARRA","Gleadell"
"Turf Pitch",null,"Cricket","Corben Oval",1,"2. Poor","11 + Years","YARRAC10964",3067,"26 - 50 Years","Road","Male",145.007718000194,-37.7956429992036,17746,9074,"ABBOTSFORD","YARRA","Yarra Bend"
"Synthetic Pitch",null,"Cricket","Fairfield Park Oval and Maxwell Sutherland Pavilion",1,"2. Poor","6 - 10 Years","YARRAC10984",3078,"26 - 50 Years","Road","Male, Umpire/Officials",145.009953999482,-37.7857379992617,17778,9075,"FAIRFIELD","YARRA","Yarra Bend"
"Synthetic Pitch",null,"Cricket","Fairlea Ovals",2,"1. Very Poor","11 + Years","YARRAC10989",3078,"26 - 50 Years","Road","Male",145.007718000194,-37.7956429992036,17784,9076,"FAIRFIELD","YARRA","Yarra Bend"
"Synthetic Pitch",null,"Cricket","Fletcher 1 and 2 Soccer Pitches and Graham Pavilion",1,"3. Average","11 + Years","YARRAC10971",3121,"26 - 50 Years","Street","Male, Umpire/Officials",145.020461999478,-37.8285759991585,17756,9077,"BURNLEY","YARRA","Swan"
"Turf Pitch",null,"Cricket","Loughan Oval and Johnson Pavilion",1,"3. Average","1 - 5 Years","YARRAC10972",3121,"11 - 25 Years","Street","Umpire/Officials, Unisex",145.020461999478,-37.8285759991585,17759,9078,"BURNLEY","YARRA","Swan"
"Turf Pitch",null,"Cricket","Mc Cutcheon Oval",1,null,null,"YARRAC11021",null,null,"Road",null,145.008575000236,-37.7999749989253,17828,9079,"FAIRFIELD","YARRA","Yarra Bend"
"Synthetic Pitch",null,"Cricket","Ramsden Street Oval and Pavilion",1,"2. Poor","Upgrade in progress","YARRAC10985",3078,"26 - 50 Years","Street",null,145.003110999733,-37.789872999414,17780,9080,"FAIRFIELD","YARRA","Ramsden"
"Turf Pitch",null,"Cricket","Sir Herbert Olney Oval",1,"2. Poor","11 + Years","YARRAC10963",3067,"26 - 50 Years","Road","Male, Umpire/Officials",145.007718000194,-37.7956429992036,17745,9081,"ABBOTSFORD","YARRA","Yarra Bend"
"Synthetic Pitch",null,"Cricket","W J COX",1,"1. Very Poor","11 + Years","YARRAC11020",null,"26 - 50 Years","Road","Male",145.008575000236,-37.7999749989253,17827,9082,"FAIRFIELD","YARRA","Yarra Bend"
"Synthetic Pitch",null,"Cricket","W T Peterson Oval & Edinburgh Gardens Change Rooms",1,"4. Good","1 - 5 Years","YARRAC10995",3065,"51 Years +","Street","Umpire/Officials, Unisex",144.98237699997,-37.7875299987931,17793,9083,"FITZROY","YARRA","Brunswick"
"Concrete Pitch",null,"Cricket","Westfield Ovals",1,null,null,"YARRAC10990",3078,null,"Road",null,145.007718000194,-37.7956429992036,17786,9084,"FAIRFIELD","YARRA","Yarra Bend"
"Turf Pitch",null,"Cricket","WT Long Oval",1,null,null,"YARRAC10965",3067,null,"Road",null,145.007718000194,-37.7956429992036,17747,9085,"ABBOTSFORD","YARRA","Yarra Bend"
"Road",null,"Cycling","Kew Boulevard",1,null,null,"YARRAC5306",null,null,"Boulevard",null,145.010119999928,-37.8065289989313,27554,9086,"KEW","BOROONDARA","Kew"
null,null,"Cycling","Yarra Boulevard Loop",1,null,null,"YARRAC5282",null,null,"Boulevard",null,145.015130000056,-37.7936999990177,27531,9087,"RICHMOND","BOROONDARA","Yarra"
null,"41","Fitness / Gymnasium Workouts","All Seasons Personal Fitness",null,null,null,"YARRAC11054",3121,null,"Road",null,144.991239000113,-37.8174789988842,17870,9088,"RICHMOND","YARRA","Bridge"
null,"30","Fitness / Gymnasium Workouts","Andrew Baxter Body Concepts Studio",null,null,null,"YARRAC11055",3121,null,"Street",null,144.99073600004,-37.8261149989673,17871,9089,"RICHMOND","YARRA","Cremorne"
null,"738","Fitness / Gymnasium Workouts","Anytime Fitness Alphington",null,null,null,"YARRAC11034",3067,null,"Road",null,145.031394000179,-37.7809929987406,17850,9090,"ALPHINGTON","YARRA","Heidelberg"
null,"8/53","Fitness / Gymnasium Workouts","Anytime Fitness Richmond",null,null,null,"YARRAC11056",3121,null,"Street",null,145.003817999949,-37.8203979986448,17872,9091,"RICHMOND","YARRA","Coppin"
null,"405","Fitness / Gymnasium Workouts","Australian Institute of Fitness",1,null,null,"YARRAC11019",3121,null,"Street",null,144.9981559995,-37.8249219994108,17826,9092,"RICHMOND","YARRA","Church"
null,"474","Fitness / Gymnasium Workouts","Balance & Control Pilates Studio",null,null,null,"YARRAC11057",3121,null,"Street",null,145.007549000222,-37.8115109992377,17873,9093,"RICHMOND","YARRA","Victoria"
null,null,"Fitness / Gymnasium Workouts","Collingwood Housing Estate Gymnasium",1,"3. Average","6 - 10 Years","YARRAC10981",3066,"11 - 25 Years","Street",null,144.992862999603,-37.8028699990725,17773,9094,"COLLINGWOOD","YARRA","Hoddle"
null,null,"Fitness / Gymnasium Workouts","Collingwood Leisure Centre",1,"5. Very Good","< 1 Years","YARRAC10979",3068,"26 - 50 Years","Street","Female, Male, Unisex",144.994351000382,-37.7879959988648,17770,9095,"CLIFTON HILL","YARRA","Turnbull"
null,"116","Fitness / Gymnasium Workouts","CrossFit Richmond",1,null,null,"YARRAC11015",3121,null,"Street",null,145.009579999452,-37.8181619991996,17822,9096,"RICHMOND","YARRA","Murphy"
null,"62","Fitness / Gymnasium Workouts","CrossFit Victoria",1,null,null,"YARRAC11003",3065,null,"Street",null,144.977529999805,-37.7959399986843,17803,9097,"FITZROY","YARRA","Rose"
null,"2/62","Fitness / Gymnasium Workouts","CrossFit Victoria",null,null,null,"YARRAC11037",3065,null,"Street",null,144.977607999633,-37.7959639990843,17853,9098,"FITZROY","YARRA","Rose"
null,"278","Fitness / Gymnasium Workouts","Curves North Fitzroy",null,null,null,"YARRAC11050",3068,null,"Road",null,144.985022000361,-37.7820899986971,17866,9099,"FITZROY NORTH","YARRA","St. Georges"
null,"193-197","Fitness / Gymnasium Workouts","Fernwood - Carlton",null,null,null,"YARRAC11035",3053,null,"Street",null,144.974951999817,-37.7955839986874,17851,9100,"CARLTON","MELBOURNE","Nicholson"
null,"197","Fitness / Gymnasium Workouts","Fernwood Carlton",1,null,null,"YARRAC10975",3053,null,"Street",null,144.975107999639,-37.795620998746,17763,9101,"CARLTON","MELBOURNE","Nicholson"
null,"133","Fitness / Gymnasium Workouts","Fitness 24 Hours",null,null,null,"YARRAC11046",3065,null,"Street",null,144.979215000182,-37.798089999533,17862,9102,"FITZROY","YARRA","Johnston"
